assembly_id,contig_id,contig_len,plasmid_id,plasmid_name,strain,query_length,ref_length,overall_percent_identity,query_covered_length,ref_covered_length,covered_intervals,query_intervals,subject_hit_coords,query_coverage_percent,call_method
UCT124H,contig_23 [gcode=11] [topology=linear],9106,F24_B31_lp28-1_ParA_X,lp28-1,F24,9106,254,100.0,761,253,"[(1, 254)]","[(4635, 5396)]","[(1, 254)]",8.357127168899627,pf32
UCT124H,contig_24 [gcode=11] [topology=linear],1380,gb|CP124086.1|,lp17,Am315,1380,16517,100.0,1379,1379,"[(56, 1435)]","[(1, 1380)]","[(1435, 56)]",99.92753623188406,wp
UCT124H,contig_25 [gcode=11] [topology=linear],1103,gb|AE000794.2|,lp28-1,B31,1103,28155,93.72937293729372,2833,4139,"[(19603, 19955), (21918, 22265), (23999, 24311), (26259, 27346), (24526, 24881), (25694, 26035), (27474, 27820), (22983, 23324), (25104, 25453), (19062, 19371)]","[(747, 1103), (745, 1100), (1, 1103), (745, 1103), (745, 1092), (747, 1062)]","[(27346, 26259), (24881, 24526), (19955, 19603), (25453, 25104), (27474, 27820), (26035, 25694), (19371, 19062), (22265, 21918), (23324, 22983), (24311, 23999)]",256.844968268359,wp
UCT124H,contig_26 [gcode=11] [topology=linear],756,gb|CP001262.1|,lp28-6,156a,756,26705,97.4867724867725,755,755,"[(262, 1017)]","[(1, 756)]","[(262, 1017)]",99.86772486772487,wp
UCT124H,contig_27 [gcode=11] [topology=linear],756,gb|CP001262.1|,lp28-6,156a,756,26705,100.0,755,755,"[(262, 1017)]","[(1, 756)]","[(1017, 262)]",99.86772486772487,wp
UCT124H,contig_28 [gcode=11] [topology=linear],742,gb|CP019763.1|,lp36,B31_NRZ,742,36780,100.0,741,741,"[(35298, 36039)]","[(1, 742)]","[(36039, 35298)]",99.86522911051212,wp
UCT124H,contig_29 [gcode=11] [topology=linear],685,gb|CP001262.1|,lp28-6,156a,685,26705,99.85401459854016,684,684,"[(1269, 1953)]","[(1, 685)]","[(1953, 1269)]",99.85401459854016,wp
UCT124H,contig_3 [gcode=11] [topology=linear],44336,J17_B31_lp38_ParA_X,lp38,J17,44336,245,100.0,734,244,"[(1, 245)]","[(11295, 12029)]","[(1, 245)]",1.655539516420065,pf32
UCT124H,contig_30 [gcode=11] [topology=linear],652,gb|CP001262.1|,lp28-6,156a,652,26705,100.0,651,651,"[(26052, 26703)]","[(1, 652)]","[(26052, 26703)]",99.84662576687116,wp
UCT124H,contig_31 [gcode=11] [topology=linear],540,gb|CP017214.1|,lp28-11,B331,540,23104,99.8148148148148,539,539,"[(2, 541)]","[(1, 540)]","[(541, 2)]",99.8148148148148,wp
UCT124H,contig_32 [gcode=11] [topology=linear],448,gb|CP002233.1|,lp28-5,N40,448,26642,100.0,447,447,"[(58, 505)]","[(1, 448)]","[(58, 505)]",99.77678571428572,wp
UCT124H,contig_33 [gcode=11] [topology=linear],445,gb|CP001256.1|,lp28-3,156a,445,28770,98.21428571428572,444,447,"[(27901, 28348)]","[(1, 445)]","[(28348, 27901)]",99.7752808988764,wp
UCT124H,contig_34 [gcode=11] [topology=linear],376,gb|CP001210.1|,lp28-1,ZS7,376,23422,93.3877551020408,1337,2420,"[(5712, 6060), (1, 272), (2799, 3156), (1066, 1424), (488, 851), (3371, 3730), (3946, 4310)]","[(1, 362), (20, 362), (88, 362), (2, 362)]","[(1066, 1424), (2799, 3156), (3946, 4310), (5712, 6060), (3371, 3730), (488, 851), (1, 272)]",355.5851063829787,wp
UCT124H,contig_35 [gcode=11] [topology=linear],371,gb|CP017216.1|,lp36,B331,371,30210,100.0,369,369,"[(29840, 30209)]","[(1, 370)]","[(30209, 29840)]",99.46091644204851,wp
UCT124H,contig_36 [gcode=11] [topology=linear],301,gb|AE000794.2|,lp28-1,B31,301,28155,92.43081027009002,1470,2953,"[(22483, 22776), (25168, 25455), (24024, 24327), (23046, 23328), (27461, 27760), (20817, 21113), (24594, 24897), (19666, 19957), (19087, 19387), (21982, 22281)]","[(5, 301), (13, 300), (1, 301), (1, 300), (13, 301)]","[(27461, 27760), (19387, 19087), (24897, 24594), (24327, 24024), (25455, 25168), (22776, 22483), (22281, 21982), (23328, 23046), (21113, 20817), (19957, 19666)]",488.3720930232558,wp
UCT124H,contig_4 [gcode=11] [topology=linear],35390,K21_B31_lp36_ParA_X,lp36,K21,35390,249,100.0,728,242,"[(1, 243)]","[(13656, 14384)]","[(1, 243)]",2.0570782706979376,pf32
UCT124H,contig_5 [gcode=11] [topology=linear],30860,RS01500_JD1_JD1_cp32-8_ParA_X,cp32-8,RS01500,30860,246,100.0,737,245,"[(1, 246)]","[(21509, 22246)]","[(1, 246)]",2.388204795852236,pf32
UCT124H,contig_6 [gcode=11] [topology=linear],30847,RS00880_JD1_JD1_cp32-11_ParA_X,cp32-11,RS00880,30847,252,100.0,755,251,"[(1, 252)]","[(26300, 27055)]","[(1, 252)]",2.447563782539631,pf32
UCT124H,contig_7 [gcode=11] [topology=linear],30731,P32_B31_cp32-1_ParA_X,cp32-1,P32,30731,246,100.0,737,245,"[(1, 246)]","[(27134, 27871)]","[(1, 246)]",2.398229800527155,pf32
UCT124H,contig_8 [gcode=11] [topology=linear],30375,RS01165_B31_NRZ_p_cp32-4_ParA_X,cp32-4,RS01165,30375,251,100.0,752,250,"[(1, 251)]","[(14688, 15440)]","[(1, 251)]",2.4757201646090534,pf32
UCT124H,contig_9 [gcode=11] [topology=linear],30163,S35_B31_cp32-3_ParA_X,cp32-3,S35,30163,246,100.0,737,245,"[(1, 246)]","[(19493, 20230)]","[(1, 246)]",2.443390909392302,pf32
UCT29H,contig_1 [gcode=11] [topology=linear],910485,NE_5261_chromosome_ParA_2,chromosome,NE_5261,910485,380,100.0,1097,365,"[(1, 366)]","[(368642, 369739)]","[(1, 366)]",0.1204852358907615,pf32
UCT29H,contig_10 [gcode=11] [topology=linear],30487,N32_B31_cp32-9_ParA_X,cp32-9,N32,30487,251,100.0,743,247,"[(1, 248)]","[(26675, 27418)]","[(1, 248)]",2.437104339554564,pf32
UCT29H,contig_11 [gcode=11] [topology=linear],30305,S35_B31_cp32-3_ParA_X,cp32-3,S35,30305,246,100.0,737,245,"[(1, 246)]","[(19839, 20576)]","[(1, 246)]",2.431941923774955,pf32
UCT29H,contig_12 [gcode=11] [topology=linear],30299,RS01165_B31_NRZ_p_cp32-4_ParA_X,cp32-4,RS01165,30299,251,100.0,752,250,"[(1, 251)]","[(14683, 15435)]","[(1, 251)]",2.481930096702861,pf32
UCT29H,contig_13 [gcode=11] [topology=linear],29806,RS06245_ZS7_ZS7_lp28-2_ParA_X,lp28-2,RS06245,29806,255,100.0,764,254,"[(1, 255)]","[(23134, 23898)]","[(1, 255)]",2.563242300208012,pf32
UCT29H,contig_14 [gcode=11] [topology=linear],29787,M32_B31_cp32-6_ParA_X,cp32-6,M32,29787,249,100.0,746,248,"[(1, 249)]","[(19090, 19836)]","[(1, 249)]",2.504448249236244,pf32
UCT29H,contig_15 [gcode=11] [topology=linear],29761,B379_chromosome_ParA_5,chromosome,B379,29761,262,100.0,785,261,"[(1, 262)]","[(27170, 27955)]","[(1, 262)]",2.6376801854776386,pf32
UCT29H,contig_16 [gcode=11] [topology=linear],28162,H28_B31_lp28-3_ParA_X,lp28-3,H28,28162,251,100.0,752,250,"[(1, 251)]","[(16315, 17067)]","[(1, 251)]",2.6702648959590936,pf32
UCT29H,contig_17 [gcode=11] [topology=linear],26568,I21_B31_lp28-4_ParA_X,lp28-4,I21,26568,250,100.0,749,249,"[(1, 250)]","[(14207, 14956)]","[(1, 250)]",2.8191809695874737,pf32
UCT29H,contig_18 [gcode=11] [topology=linear],26498,NE_5261_cp26_ParA_1,cp26,NE_5261,26498,253,100.0,758,252,"[(1, 253)]","[(1924, 2682)]","[(1, 253)]",2.86059325232093,pf32
UCT29H,contig_19 [gcode=11] [topology=linear],24354,RS00040_ZS7_ZS7_lp25_ParA_X,lp25,RS00040,24354,252,100.0,755,251,"[(1, 252)]","[(12088, 12843)]","[(1, 252)]",3.100106758643344,pf32
UCT29H,contig_2 [gcode=11] [topology=linear],75871,J17_B31_lp38_ParA_X,lp38,J17,75871,245,100.0,734,244,"[(1, 245)]","[(11235, 11969)]","[(1, 245)]",0.9674315614661728,pf32
UCT29H,contig_20 [gcode=11] [topology=linear],18524,RS00875_MM1_plsm_lp17_ParA_X,lp17,RS00875,18524,246,100.0,725,241,"[(1, 242)]","[(2829, 3554)]","[(1, 242)]",3.913841502915137,pf32
UCT29H,contig_21 [gcode=11] [topology=linear],9380,gb|AE000791.1|,cp9,B31,9380,9386,99.91477575370192,9378,9384,"[(6922, 9386), (1, 6921)]","[(6923, 9380), (1, 6922)]","[(6921, 1), (9386, 6922)]",99.97867803837951,wp
UCT29H,contig_22 [gcode=11] [topology=linear],1005,gb|CP094573.1|,lp28-4,B408,1005,27922,99.66442953020132,593,595,"[(367, 962)]","[(412, 1005)]","[(367, 962)]",59.00497512437811,wp
UCT29H,contig_23 [gcode=11] [topology=linear],304,gb|AE001584.1|,lp56,B31,304,52971,100.0,303,303,"[(1909, 2212)]","[(1, 304)]","[(2212, 1909)]",99.67105263157896,wp
UCT29H,contig_3 [gcode=11] [topology=linear],53597,A20_B31_lp54_ParA_X,lp54,A20,53597,250,100.0,749,249,"[(1, 250)]","[(13553, 14302)]","[(1, 250)]",1.3974662760975427,pf32
UCT29H,contig_4 [gcode=11] [topology=linear],47767,Q40_B31_lp56_ParA_X,lp56,Q40,47767,251,100.0,752,250,"[(1, 251)]","[(22070, 22822)]","[(1, 251)]",1.5743086231080032,pf32
UCT29H,contig_5 [gcode=11] [topology=linear],33021,F24_B31_lp28-1_ParA_X,lp28-1,F24,33021,254,100.0,761,253,"[(1, 254)]","[(17947, 18708)]","[(1, 254)]",2.304594046213016,pf32
UCT29H,contig_6 [gcode=11] [topology=linear],31246,O32_B31_cp32-7_ParA_X,cp32-7,O32,31246,249,100.0,746,248,"[(1, 249)]","[(21005, 21751)]","[(1, 249)]",2.387505600716892,pf32
UCT29H,contig_7 [gcode=11] [topology=linear],30952,P32_B31_cp32-1_ParA_X,cp32-1,P32,30952,246,100.0,737,245,"[(1, 246)]","[(21135, 21872)]","[(1, 246)]",2.381106228999742,pf32
UCT29H,contig_8 [gcode=11] [topology=linear],30701,RS00880_JD1_JD1_cp32-11_ParA_X,cp32-11,RS00880,30701,252,100.0,755,251,"[(1, 252)]","[(20848, 21603)]","[(1, 252)]",2.459203283280675,pf32
UCT29H,contig_9 [gcode=11] [topology=linear],30688,RS01295_JD1_JD1_cp32-1+5_ParA_X,cp32-1+5,RS01295,30688,257,100.0,770,256,"[(1, 257)]","[(27110, 27880)]","[(1, 257)]",2.509124087591241,pf32
UCT30H,contig_1 [gcode=11] [topology=linear],905470,B379_chromosome_ParA_2,chromosome,B379,905470,380,100.0,1097,365,"[(1, 366)]","[(368566, 369663)]","[(1, 366)]",0.1211525506090759,pf32
UCT30H,contig_10 [gcode=11] [topology=linear],30260,S35_B31_cp32-3_ParA_X,cp32-3,S35,30260,246,100.0,737,245,"[(1, 246)]","[(25797, 26534)]","[(1, 246)]",2.435558493060145,pf32
UCT30H,contig_11 [gcode=11] [topology=linear],26514,JD1_cp26_ParA_1,cp26,JD1,26514,253,100.0,758,252,"[(1, 253)]","[(9401, 10159)]","[(1, 253)]",2.8588670136531644,pf32
UCT30H,contig_12 [gcode=11] [topology=linear],26498,H28_B31_lp28-3_ParA_X,lp28-3,H28,26498,251,100.0,752,250,"[(1, 251)]","[(16868, 17620)]","[(1, 251)]",2.837950033964828,pf32
UCT30H,contig_13 [gcode=11] [topology=linear],25841,K21_B31_lp36_ParA_X,lp36,K21,25841,249,100.0,728,242,"[(1, 243)]","[(14064, 14792)]","[(1, 243)]",2.817228435432065,pf32
UCT30H,contig_14 [gcode=11] [topology=linear],21483,RS00875_MM1_plsm_lp17_ParA_X,lp17,RS00875,21483,246,100.0,1450,241,"[(1, 242)]","[(20703, 21428), (14311, 15036)]","[(1, 242), (1, 242)]",6.749522878555137,pf32
UCT30H,contig_15 [gcode=11] [topology=linear],21164,O32_B31_cp32-7_ParA_X,cp32-7,O32,21164,249,100.0,746,248,"[(1, 249)]","[(14818, 15564)]","[(1, 249)]",3.5248535248535244,pf32
UCT30H,contig_16 [gcode=11] [topology=linear],21163,RS01730_MM1_plsm_cp32-9_ParA_X,cp32-9,RS01730,21163,251,100.0,737,245,"[(1, 246)]","[(1, 738)]","[(1, 246)]",3.482493030288712,pf32
UCT30H,contig_17 [gcode=11] [topology=linear],8754,RS01295_JD1_JD1_cp32-1+5_ParA_X,cp32-1+5,RS01295,8754,257,100.0,770,256,"[(1, 257)]","[(7337, 8107)]","[(1, 257)]",8.79597898103724,pf32
UCT30H,contig_18 [gcode=11] [topology=linear],7455,RS00880_JD1_JD1_cp32-11_ParA_X,cp32-11,RS00880,7455,252,100.0,755,251,"[(1, 252)]","[(31, 786)]","[(1, 252)]",10.127431254191816,pf32
UCT30H,contig_19 [gcode=11] [topology=linear],5937,297_cp32-12_ParA_X,cp32-12,297,5937,260,100.0,779,259,"[(1, 260)]","[(4277, 5056)]","[(1, 260)]",13.121104935152433,pf32
UCT30H,contig_2 [gcode=11] [topology=linear],57651,RS00670_JD1_JD1_lp25_ParA_X,lp25,RS00670,57651,252,100.0,755,251,"[(1, 252)]","[(40357, 41112)]","[(1, 252)]",1.3096043433765243,pf32
UCT30H,contig_20 [gcode=11] [topology=linear],1244,B379_chromosome_ParA_5,chromosome,B379,1244,262,100.0,785,261,"[(1, 262)]","[(29, 814)]","[(1, 262)]",63.10289389067524,pf32
UCT30H,contig_21 [gcode=11] [topology=linear],1145,gb|CP094585.1|,cp32-5,B379,1145,30637,99.82532751091703,1144,1144,"[(14950, 16094)]","[(1, 1145)]","[(16094, 14950)]",99.91266375545852,wp
UCT30H,contig_22 [gcode=11] [topology=linear],1102,gb|CP001269.1|,cp32-8,156a,1102,30946,100.0,1101,1101,"[(4113, 5214)]","[(1, 1102)]","[(5214, 4113)]",99.9092558983666,wp
UCT30H,contig_23 [gcode=11] [topology=linear],1087,gb|CP001272.1|,lp28-4,156a,1087,29501,100.0,1086,1086,"[(694, 1780)]","[(1, 1087)]","[(1780, 694)]",99.9080036798528,wp
UCT30H,contig_24 [gcode=11] [topology=linear],1034,gb|CP094590.1|,lp28-3,B379,1034,28768,100.0,937,937,"[(4, 941)]","[(1, 938)]","[(941, 4)]",90.61895551257253,wp
UCT30H,contig_25 [gcode=11] [topology=linear],946,gb|CP094585.1|,cp32-5,B379,946,30637,100.0,945,945,"[(18695, 19640)]","[(1, 946)]","[(19640, 18695)]",99.89429175475686,wp
UCT30H,contig_26 [gcode=11] [topology=linear],944,gb|CP002325.1|,lp38,JD1,944,27590,100.0,943,943,"[(23884, 24827)]","[(1, 944)]","[(23884, 24827)]",99.89406779661016,wp
UCT30H,contig_27 [gcode=11] [topology=linear],926,gb|CP017203.1|,cp32-8,B331,926,29892,100.0,925,925,"[(2101, 3026)]","[(1, 926)]","[(3026, 2101)]",99.89200863930886,wp
UCT30H,contig_28 [gcode=11] [topology=linear],852,gb|CP001260.1|,lp36,156a,852,23638,100.0,816,408,"[(23230, 23638)]","[(444, 852), (1, 409)]","[(23230, 23638), (23638, 23230)]",95.77464788732394,wp
UCT30H,contig_29 [gcode=11] [topology=linear],674,gb|CP094581.1|,cp32-11,B379,674,30287,100.0,673,673,"[(17311, 17984)]","[(1, 674)]","[(17984, 17311)]",99.85163204747776,wp
UCT30H,contig_3 [gcode=11] [topology=linear],53796,A20_B31_lp54_ParA_X,lp54,A20,53796,250,100.0,749,249,"[(1, 250)]","[(39429, 40178)]","[(1, 250)]",1.392296825042754,pf32
UCT30H,contig_30 [gcode=11] [topology=linear],668,gb|CP001264.1|,cp32-3,156a,668,30280,100.0,667,667,"[(3458, 4125)]","[(1, 668)]","[(3458, 4125)]",99.8502994011976,wp
UCT30H,contig_31 [gcode=11] [topology=linear],664,gb|CP094587.1|,cp32-7,B379,664,21166,100.0,663,663,"[(5303, 5966)]","[(1, 664)]","[(5966, 5303)]",99.84939759036143,wp
UCT30H,contig_32 [gcode=11] [topology=linear],651,gb|CP094585.1|,cp32-5,B379,651,30637,100.0,650,650,"[(29764, 30414)]","[(1, 651)]","[(30414, 29764)]",99.8463901689708,wp
UCT30H,contig_33 [gcode=11] [topology=linear],591,gb|CP094588.1|,cp32-9,B379,591,21173,100.0,590,590,"[(11126, 11716)]","[(1, 591)]","[(11716, 11126)]",99.83079526226734,wp
UCT30H,contig_34 [gcode=11] [topology=linear],560,gb|CP094585.1|,cp32-5,B379,560,30637,100.0,559,559,"[(17245, 17804)]","[(1, 560)]","[(17804, 17245)]",99.82142857142856,wp
UCT30H,contig_35 [gcode=11] [topology=linear],551,gb|CP094581.1|,cp32-11,B379,551,30287,100.0,550,550,"[(18896, 19446)]","[(1, 551)]","[(19446, 18896)]",99.8185117967332,wp
UCT30H,contig_36 [gcode=11] [topology=linear],533,gb|CP094581.1|,cp32-11,B379,533,30287,100.0,532,532,"[(18339, 18871)]","[(1, 533)]","[(18871, 18339)]",99.812382739212,wp
UCT30H,contig_37 [gcode=11] [topology=linear],533,gb|CP094585.1|,cp32-5,B379,533,30637,99.812382739212,532,532,"[(29082, 29614)]","[(1, 533)]","[(29614, 29082)]",99.812382739212,wp
UCT30H,contig_38 [gcode=11] [topology=linear],501,gb|AE001580.1|,cp32-8,B31,501,30885,100.0,500,500,"[(1494, 1994)]","[(1, 501)]","[(1994, 1494)]",99.8003992015968,wp
UCT30H,contig_39 [gcode=11] [topology=linear],450,gb|AE001578.1|,cp32-6,B31,450,29838,100.0,449,449,"[(18169, 18618)]","[(1, 450)]","[(18618, 18169)]",99.77777777777776,wp
UCT30H,contig_4 [gcode=11] [topology=linear],53480,RS07610_JD1_JD1_lp28-6_ParA_X,lp28-6,RS07610,53480,251,100.0,752,250,"[(1, 251)]","[(1791, 2543)]","[(1, 251)]",1.406133133881825,pf32
UCT30H,contig_40 [gcode=11] [topology=linear],425,gb|CP001492.1|,cp32-7,94a,425,30433,100.0,424,424,"[(3030, 3454)]","[(1, 425)]","[(3454, 3030)]",99.76470588235294,wp
UCT30H,contig_41 [gcode=11] [topology=linear],409,gb|CP002325.1|,lp38,JD1,409,27590,100.0,408,408,"[(24736, 25144)]","[(1, 409)]","[(24736, 25144)]",99.75550122249388,wp
UCT30H,contig_42 [gcode=11] [topology=linear],408,gb|CP031411.1|,cp32-5,MM1,408,21898,99.50980392156865,407,407,"[(17134, 17541)]","[(1, 408)]","[(17134, 17541)]",99.75490196078432,wp
UCT30H,contig_43 [gcode=11] [topology=linear],397,gb|CP094581.1|,cp32-11,B379,397,30287,100.0,396,396,"[(16466, 16862)]","[(1, 397)]","[(16466, 16862)]",99.74811083123426,wp
UCT30H,contig_44 [gcode=11] [topology=linear],380,gb|AE001580.1|,cp32-8,B31,380,30885,100.0,379,379,"[(756, 1135)]","[(1, 380)]","[(756, 1135)]",99.73684210526316,wp
UCT30H,contig_45 [gcode=11] [topology=linear],340,gb|CP094581.1|,cp32-11,B379,340,30287,100.0,339,339,"[(16971, 17310)]","[(1, 340)]","[(17310, 16971)]",99.70588235294116,wp
UCT30H,contig_46 [gcode=11] [topology=linear],336,gb|CP002325.1|,lp38,JD1,336,27590,97.61904761904762,335,333,"[(14364, 14697)]","[(1, 336)]","[(14364, 14697)]",99.70238095238096,wp
UCT30H,contig_47 [gcode=11] [topology=linear],312,gb|CP001492.1|,cp32-7,94a,312,30433,100.0,311,311,"[(1185, 1496)]","[(1, 312)]","[(1496, 1185)]",99.67948717948718,wp
UCT30H,contig_48 [gcode=11] [topology=linear],290,gb|CP001259.1|,cp32-6,156a,290,30293,100.0,289,289,"[(14454, 14743)]","[(1, 290)]","[(14454, 14743)]",99.6551724137931,wp
UCT30H,contig_49 [gcode=11] [topology=linear],283,gb|CP094584.1|,cp32-3,B379,283,30263,99.64664310954063,282,282,"[(29390, 29672)]","[(1, 283)]","[(29672, 29390)]",99.64664310954063,wp
UCT30H,contig_5 [gcode=11] [topology=linear],52259,RS00365_JD1_JD1_lp28-1_ParA_X,lp28-1,RS00365,52259,254,100.0,761,253,"[(1, 254)]","[(15234, 15995)]","[(1, 254)]",1.4562084999712968,pf32
UCT30H,contig_6 [gcode=11] [topology=linear],34559,B379_chromosome_ParA_5,chromosome,B379,34559,262,100.0,785,261,"[(1, 262)]","[(30971, 31756)]","[(1, 262)]",2.271477762666744,pf32
UCT30H,contig_7 [gcode=11] [topology=linear],33119,RS07790_JD1_JD1_lp38_ParA_X,lp38,RS07790,33119,245,100.0,734,244,"[(1, 245)]","[(7601, 8335)]","[(1, 245)]",2.216250490654911,pf32
UCT30H,contig_8 [gcode=11] [topology=linear],30617,RS01520_MM1_plsm_cp32-6_ParA_X,cp32-6,RS01520,30617,249,100.0,746,248,"[(1, 249)]","[(20986, 21732)]","[(1, 249)]",2.4365548551458343,pf32
UCT30H,contig_9 [gcode=11] [topology=linear],30301,B379_cp32-2_ParA_1,cp32-2,B379,30301,251,100.0,752,250,"[(1, 251)]","[(3040, 3792)]","[(1, 251)]",2.481766278340649,pf32
UCT31H,contig_1 [gcode=11] [topology=linear],910624,NE_5261_chromosome_ParA_2,chromosome,NE_5261,910624,380,100.0,1097,365,"[(1, 366)]","[(540730, 541827)]","[(1, 366)]",0.1204668447130758,pf32
UCT31H,contig_10 [gcode=11] [topology=linear],30703,RS01295_JD1_JD1_cp32-1+5_ParA_X,cp32-1+5,RS01295,30703,257,100.0,770,256,"[(1, 257)]","[(26811, 27581)]","[(1, 257)]",2.507898250985246,pf32
UCT31H,contig_11 [gcode=11] [topology=linear],30651,N32_B31_cp32-9_ParA_X,cp32-9,N32,30651,251,100.0,743,247,"[(1, 248)]","[(15396, 16139)]","[(1, 248)]",2.424064467717203,pf32
UCT31H,contig_12 [gcode=11] [topology=linear],30338,B379_chromosome_ParA_5,chromosome,B379,30338,262,100.0,785,261,"[(1, 262)]","[(1807, 2592)]","[(1, 262)]",2.587514008833806,pf32
UCT31H,contig_13 [gcode=11] [topology=linear],30299,RS01165_B31_NRZ_p_cp32-4_ParA_X,cp32-4,RS01165,30299,251,100.0,752,250,"[(1, 251)]","[(14683, 15435)]","[(1, 251)]",2.481930096702861,pf32
UCT31H,contig_14 [gcode=11] [topology=linear],30202,S35_B31_cp32-3_ParA_X,cp32-3,S35,30202,246,100.0,737,245,"[(1, 246)]","[(25512, 26249)]","[(1, 246)]",2.440235745977088,pf32
UCT31H,contig_15 [gcode=11] [topology=linear],30001,M32_B31_cp32-6_ParA_X,cp32-6,M32,30001,249,100.0,746,248,"[(1, 249)]","[(14784, 15530)]","[(1, 249)]",2.4865837805406485,pf32
UCT31H,contig_16 [gcode=11] [topology=linear],29885,RS06245_ZS7_ZS7_lp28-2_ParA_X,lp28-2,RS06245,29885,255,100.0,764,254,"[(1, 255)]","[(5992, 6756)]","[(1, 255)]",2.556466454743182,pf32
UCT31H,contig_17 [gcode=11] [topology=linear],26845,H28_B31_lp28-3_ParA_X,lp28-3,H28,26845,251,100.0,752,250,"[(1, 251)]","[(9781, 10533)]","[(1, 251)]",2.801266530080089,pf32
UCT31H,contig_18 [gcode=11] [topology=linear],26498,NE_5261_cp26_ParA_1,cp26,NE_5261,26498,253,100.0,758,252,"[(1, 253)]","[(24707, 25465)]","[(1, 253)]",2.86059325232093,pf32
UCT31H,contig_19 [gcode=11] [topology=linear],25070,I21_B31_lp28-4_ParA_X,lp28-4,I21,25070,250,100.0,749,249,"[(1, 250)]","[(12966, 13715)]","[(1, 250)]",2.987634623055445,pf32
UCT31H,contig_2 [gcode=11] [topology=linear],53687,A20_B31_lp54_ParA_X,lp54,A20,53687,250,100.0,749,249,"[(1, 250)]","[(13532, 14281)]","[(1, 250)]",1.3951235867155922,pf32
UCT31H,contig_20 [gcode=11] [topology=linear],21959,RS00875_MM1_plsm_lp17_ParA_X,lp17,RS00875,21959,246,100.0,1450,241,"[(1, 242)]","[(68, 793), (6466, 7191)]","[(1, 242), (1, 242)]",6.603215082654038,pf32
UCT31H,contig_21 [gcode=11] [topology=linear],9375,gb|AE000791.1|,cp9,B31,9375,9386,99.8401704848162,9371,9382,"[(3110, 9386), (1, 3107)]","[(3, 6267), (6268, 9375)]","[(3110, 9386), (1, 3107)]",99.95733333333334,wp
UCT31H,contig_22 [gcode=11] [topology=linear],875,gb|AE000788.1|,lp36,B31,875,36849,100.0,874,874,"[(34651, 35525)]","[(1, 875)]","[(35525, 34651)]",99.88571428571429,wp
UCT31H,contig_23 [gcode=11] [topology=linear],850,gb|CP094613.1|,lp36,B31-5A4,850,36662,99.77728285077951,896,448,"[(36214, 36662)]","[(402, 850), (1, 449)]","[(36214, 36662), (36662, 36214)]",105.41176470588236,wp
UCT31H,contig_24 [gcode=11] [topology=linear],807,gb|AE001584.1|,lp56,B31,807,52971,100.0,806,806,"[(1102, 1908)]","[(1, 807)]","[(1102, 1908)]",99.87608426270135,wp
UCT31H,contig_25 [gcode=11] [topology=linear],434,gb|CP019763.1|,lp36,B31_NRZ,434,36780,100.0,433,433,"[(35611, 36044)]","[(1, 434)]","[(35611, 36044)]",99.7695852534562,wp
UCT31H,contig_26 [gcode=11] [topology=linear],304,gb|AE001584.1|,lp56,B31,304,52971,100.0,303,303,"[(1909, 2212)]","[(1, 304)]","[(1909, 2212)]",99.67105263157896,wp
UCT31H,contig_3 [gcode=11] [topology=linear],48979,Q40_B31_lp56_ParA_X,lp56,Q40,48979,251,100.0,752,250,"[(1, 251)]","[(26125, 26877)]","[(1, 251)]",1.53535188550195,pf32
UCT31H,contig_4 [gcode=11] [topology=linear],34488,K21_B31_lp36_ParA_X,lp36,K21,34488,249,100.0,728,242,"[(1, 243)]","[(13584, 14312)]","[(1, 243)]",2.110879146369752,pf32
UCT31H,contig_5 [gcode=11] [topology=linear],33647,F24_B31_lp28-1_ParA_X,lp28-1,F24,33647,254,100.0,761,253,"[(1, 254)]","[(15166, 15927)]","[(1, 254)]",2.261717240764407,pf32
UCT31H,contig_6 [gcode=11] [topology=linear],31712,RS00040_ZS7_ZS7_lp25_ParA_X,lp25,RS00040,31712,252,100.0,755,251,"[(1, 252)]","[(19618, 20373)]","[(1, 252)]",2.3808022199798184,pf32
UCT31H,contig_7 [gcode=11] [topology=linear],31245,O32_B31_cp32-7_ParA_X,cp32-7,O32,31245,249,100.0,746,248,"[(1, 249)]","[(19851, 20597)]","[(1, 249)]",2.3875820131220995,pf32
UCT31H,contig_8 [gcode=11] [topology=linear],30746,P32_B31_cp32-1_ParA_X,cp32-1,P32,30746,246,100.0,737,245,"[(1, 246)]","[(21040, 21777)]","[(1, 246)]",2.397059780134001,pf32
UCT31H,contig_9 [gcode=11] [topology=linear],30710,RS00880_JD1_JD1_cp32-11_ParA_X,cp32-11,RS00880,30710,252,100.0,755,251,"[(1, 252)]","[(8508, 9263)]","[(1, 252)]",2.4584825789645066,pf32
UCT32H,contig_1 [gcode=11] [topology=linear],921072,B379_chromosome_ParA_2,chromosome,B379,921072,380,100.0,1097,365,"[(1, 366)]","[(368583, 369680)]","[(1, 366)]",0.1191003526325846,pf32
UCT32H,contig_10 [gcode=11] [topology=linear],30286,RS00880_JD1_JD1_cp32-11_ParA_X,cp32-11,RS00880,30286,252,100.0,755,251,"[(1, 252)]","[(20574, 21329)]","[(1, 252)]",2.492901010367827,pf32
UCT32H,contig_11 [gcode=11] [topology=linear],30259,S35_B31_cp32-3_ParA_X,cp32-3,S35,30259,246,100.0,737,245,"[(1, 246)]","[(25794, 26531)]","[(1, 246)]",2.4356389834429426,pf32
