assembly_id,contig_id,contig_len,plasmid_id,plasmid_name,strain,query_length,ref_length,overall_percent_identity,query_covered_length,ref_covered_length,covered_intervals,query_intervals,subject_hit_coords,query_coverage_percent,call_method
URI48H,contig_19 [gcode=11] [topology=linear],354,gb|CP031409.1|,lp28-8,MM1,354,28515,96.1864406779661,353,706,"[(27306, 27659), (26530, 26883)]","[(1, 354)]","[(27659, 27306), (26530, 26883)]",99.7175141242938,wp
URI48H,contig_2 [gcode=11] [topology=linear],54709,A20_B31_lp54_ParA_X,lp54,A20,54709,250,100.0,749,249,"[(1, 250)]","[(40399, 41148)]","[(1, 250)]",1.3690617631468314,pf32
URI48H,contig_20 [gcode=11] [topology=linear],318,gb|CP031409.1|,lp28-8,MM1,318,28515,96.23824451410658,317,315,"[(26990, 27305)]","[(1, 318)]","[(26990, 27305)]",99.68553459119497,wp
URI48H,contig_3 [gcode=11] [topology=linear],46901,I21_B31_lp28-4_ParA_X,lp28-4,I21,46901,250,100.0,749,249,"[(1, 250)]","[(12785, 13534)]","[(1, 250)]",1.5969808746082177,pf32
URI48H,contig_4 [gcode=11] [topology=linear],44495,J17_B31_lp38_ParA_X,lp38,J17,44495,245,100.0,734,244,"[(1, 245)]","[(11737, 12471)]","[(1, 245)]",1.6496235532082255,pf32
URI48H,contig_5 [gcode=11] [topology=linear],33057,RS00670_JD1_JD1_lp25_ParA_X,lp25,RS00670,33057,252,100.0,755,251,"[(1, 252)]","[(11312, 12067)]","[(1, 252)]",2.2839338112956407,pf32
URI48H,contig_6 [gcode=11] [topology=linear],31997,RS04755_29805_29805_lp28-3_ParA_X,lp28-3,RS04755,31997,251,99.601593625498,752,250,"[(1, 251)]","[(22051, 22803)]","[(1, 251)]",2.350220333156233,pf32
URI48H,contig_7 [gcode=11] [topology=linear],30838,RS01520_MM1_plsm_cp32-6_ParA_X,cp32-6,RS01520,30838,249,99.59839357429718,746,248,"[(1, 249)]","[(21556, 22302)]","[(1, 249)]",2.419093326415461,pf32
URI48H,contig_8 [gcode=11] [topology=linear],30686,RS01500_JD1_JD1_cp32-8_ParA_X,cp32-8,RS01500,30686,246,100.0,731,243,"[(1, 244)]","[(15131, 15862)]","[(1, 244)]",2.3821938343218405,pf32
URI48H,contig_9 [gcode=11] [topology=linear],30583,RS01335_MM1_plsm_lp36_ParA_X,lp36,RS01335,30583,249,100.0,728,242,"[(1, 243)]","[(11598, 12326)]","[(1, 243)]",2.3804074158846418,pf32
URI56H,contig_1 [gcode=11] [topology=linear],903272,B500_chromosome_ParA_2,chromosome,B500,903272,380,100.0,1091,363,"[(1, 364)]","[(533566, 534657)]","[(1, 364)]",0.1207831085210213,pf32
URI56H,contig_10 [gcode=11] [topology=linear],10376,gb|CP074058.1|,lp38,B500,10376,38930,100.0,10375,10375,"[(1, 10376)]","[(1, 10376)]","[(10376, 1)]",99.99036237471088,wp
URI56H,contig_100 [gcode=11] [topology=linear],453,gb|CP017219.1|,lp56,B331,453,27681,100.0,452,452,"[(6177, 6629)]","[(1, 453)]","[(6629, 6177)]",99.77924944812362,wp
URI56H,contig_101 [gcode=11] [topology=linear],448,gb|CP017203.1|,cp32-8,B331,448,29892,100.0,447,447,"[(7298, 7745)]","[(1, 448)]","[(7745, 7298)]",99.77678571428572,wp
URI56H,contig_102 [gcode=11] [topology=linear],447,gb|CP017208.1|,cp32-6,B331,447,30017,100.0,446,446,"[(10373, 10819)]","[(1, 447)]","[(10373, 10819)]",99.77628635346755,wp
URI56H,contig_103 [gcode=11] [topology=linear],447,gb|CP017207.1|,cp32-5,B331,447,18340,100.0,446,446,"[(13228, 13674)]","[(1, 447)]","[(13228, 13674)]",99.77628635346755,wp
URI56H,contig_104 [gcode=11] [topology=linear],443,gb|CP002232.1|,lp28-2,N40,443,29521,100.0,442,442,"[(13955, 14397)]","[(1, 443)]","[(14397, 13955)]",99.77426636568848,wp
URI56H,contig_105 [gcode=11] [topology=linear],443,gb|CP017203.1|,cp32-8,B331,443,29892,100.0,442,442,"[(23306, 23748)]","[(1, 443)]","[(23748, 23306)]",99.77426636568848,wp
URI56H,contig_106 [gcode=11] [topology=linear],434,gb|CP019756.1|,cp32-5+1,B31_NRZ,434,61418,99.60578186596584,759,758,"[(30571, 31003), (1, 327)]","[(1, 433), (1, 328)]","[(31003, 30571), (327, 1)]",174.8847926267281,wp
URI56H,contig_107 [gcode=11] [topology=linear],430,gb|CP017206.1|,cp32-4,B331,430,30617,100.0,429,429,"[(1074, 1503)]","[(1, 430)]","[(1503, 1074)]",99.76744186046513,wp
URI56H,contig_108 [gcode=11] [topology=linear],429,gb|CP017204.1|,cp32-3,B331,429,30192,100.0,428,428,"[(25718, 26146)]","[(1, 429)]","[(26146, 25718)]",99.76689976689975,wp
URI56H,contig_109 [gcode=11] [topology=linear],424,gb|CP017219.1|,lp56,B331,424,27681,100.0,423,423,"[(2, 425)]","[(1, 424)]","[(425, 2)]",99.76415094339622,wp
URI56H,contig_11 [gcode=11] [topology=linear],9788,gb|CP074072.1|,lp21-cp9,B500,9788,24387,96.764880071069,11811,13470,"[(4457, 4798), (6581, 6911), (8341, 8671), (6770, 7100), (7717, 8041), (4211, 4533), (6335, 6659), (8725, 18522), (1581, 2606), (7963, 8310)]","[(1, 9782), (9442, 9788), (9460, 9782), (9460, 9788), (5592, 6626)]","[(18522, 8725), (2606, 1581), (6911, 6581), (8671, 8341), (4798, 4457), (8041, 7717), (6659, 6335), (7100, 6770), (4533, 4211), (8310, 7963)]",120.6681651001226,wp
URI56H,contig_110 [gcode=11] [topology=linear],413,gb|CP017208.1|,cp32-6,B331,413,30017,100.0,412,412,"[(12473, 12885)]","[(1, 413)]","[(12885, 12473)]",99.75786924939467,wp
URI56H,contig_111 [gcode=11] [topology=linear],411,gb|CP017204.1|,cp32-3,B331,411,30192,100.0,410,410,"[(28224, 28634)]","[(1, 411)]","[(28634, 28224)]",99.7566909975669,wp
URI56H,contig_112 [gcode=11] [topology=linear],406,gb|CP017205.1|,cp32-11,B331,406,30176,100.0,405,405,"[(17786, 18191)]","[(1, 406)]","[(18191, 17786)]",99.75369458128078,wp
URI56H,contig_113 [gcode=11] [topology=linear],382,gb|AE001578.1|,cp32-6,B31,382,29838,100.0,381,381,"[(336, 717)]","[(1, 382)]","[(336, 717)]",99.73821989528795,wp
URI56H,contig_114 [gcode=11] [topology=linear],380,gb|CP017208.1|,cp32-6,B331,380,30017,99.73684210526316,379,379,"[(12864, 13243)]","[(1, 380)]","[(13243, 12864)]",99.73684210526316,wp
URI56H,contig_115 [gcode=11] [topology=linear],379,gb|AE001581.1|,cp32-9,B31,379,30651,100.0,378,378,"[(15501, 15879)]","[(1, 379)]","[(15501, 15879)]",99.73614775725594,wp
URI56H,contig_116 [gcode=11] [topology=linear],366,gb|CP017205.1|,cp32-11,B331,366,30176,100.0,365,365,"[(29124, 29489)]","[(1, 366)]","[(29489, 29124)]",99.72677595628416,wp
URI56H,contig_117 [gcode=11] [topology=linear],352,gb|CP017209.1|,cp32-7,B331,352,30054,100.0,351,351,"[(16142, 16493)]","[(1, 352)]","[(16493, 16142)]",99.7159090909091,wp
URI56H,contig_118 [gcode=11] [topology=linear],351,gb|CP017205.1|,cp32-11,B331,351,30176,100.0,350,350,"[(20207, 20557)]","[(1, 351)]","[(20557, 20207)]",99.71509971509973,wp
URI56H,contig_119 [gcode=11] [topology=linear],351,gb|CP017208.1|,cp32-6,B331,351,30017,100.0,350,350,"[(20107, 20457)]","[(1, 351)]","[(20107, 20457)]",99.71509971509973,wp
URI56H,contig_12 [gcode=11] [topology=linear],8780,gb|CP094579.1|,chromosome,B379,8780,920773,99.15966386554622,9106,5229,"[(907525, 907751), (916446, 920773), (913513, 913737), (915324, 915550), (915387, 915613)]","[(8554, 8780), (1, 4328), (1, 227), (4453, 8780)]","[(916446, 920773), (920773, 916446), (915387, 915613), (915613, 915387), (913513, 913737), (913737, 913513), (907525, 907751), (907751, 907525), (915324, 915550), (915550, 915324)]",103.7129840546697,wp
URI56H,contig_120 [gcode=11] [topology=linear],347,gb|AE001580.1|,cp32-8,B31,347,30885,100.0,346,346,"[(18223, 18569)]","[(1, 347)]","[(18223, 18569)]",99.71181556195964,wp
URI56H,contig_121 [gcode=11] [topology=linear],340,gb|CP017207.1|,cp32-5,B331,340,18340,100.0,339,339,"[(1031, 1370)]","[(1, 340)]","[(1370, 1031)]",99.70588235294116,wp
URI56H,contig_122 [gcode=11] [topology=linear],335,gb|CP017208.1|,cp32-6,B331,335,30017,100.0,334,334,"[(18943, 19277)]","[(1, 335)]","[(18943, 19277)]",99.70149253731344,wp
URI56H,contig_123 [gcode=11] [topology=linear],332,gb|CP017207.1|,cp32-5,B331,332,18340,100.0,331,331,"[(7960, 8291)]","[(1, 332)]","[(8291, 7960)]",99.69879518072288,wp
URI56H,contig_124 [gcode=11] [topology=linear],330,gb|CP001262.1|,lp28-6,156a,330,26705,100.0,329,329,"[(18791, 19120)]","[(1, 330)]","[(18791, 19120)]",99.69696969696967,wp
URI56H,contig_125 [gcode=11] [topology=linear],330,gb|CP017219.1|,lp56,B331,330,27681,100.0,329,329,"[(19004, 19333)]","[(1, 330)]","[(19333, 19004)]",99.69696969696967,wp
URI56H,contig_126 [gcode=11] [topology=linear],330,gb|CP017206.1|,cp32-4,B331,330,30617,100.0,329,329,"[(1504, 1833)]","[(1, 330)]","[(1833, 1504)]",99.69696969696967,wp
URI56H,contig_127 [gcode=11] [topology=linear],320,gb|AE001580.1|,cp32-8,B31,320,30885,100.0,319,319,"[(12208, 12527)]","[(1, 320)]","[(12208, 12527)]",99.6875,wp
URI56H,contig_128 [gcode=11] [topology=linear],320,gb|CP017213.1|,lp28-3,B331,320,27643,100.0,319,319,"[(26229, 26548)]","[(1, 320)]","[(26548, 26229)]",99.6875,wp
URI56H,contig_129 [gcode=11] [topology=linear],312,gb|CP017215.2|,lp28-6,B331,312,29288,100.0,311,311,"[(13087, 13398)]","[(1, 312)]","[(13398, 13087)]",99.67948717948718,wp
URI56H,contig_13 [gcode=11] [topology=linear],8365,O32_B31_cp32-7_ParA_X,cp32-7,O32,8365,249,100.0,746,248,"[(1, 249)]","[(1647, 2393)]","[(1, 249)]",8.918111177525404,pf32
URI56H,contig_130 [gcode=11] [topology=linear],312,gb|CP017219.1|,lp56,B331,312,27681,100.0,311,311,"[(10697, 11008)]","[(1, 312)]","[(11008, 10697)]",99.67948717948718,wp
URI56H,contig_131 [gcode=11] [topology=linear],309,gb|CP001261.1|,cp32-1,156a,309,14883,100.0,308,308,"[(13760, 14068)]","[(1, 309)]","[(13760, 14068)]",99.67637540453076,wp
URI56H,contig_132 [gcode=11] [topology=linear],307,gb|AE000786.1|,lp28-2,B31,307,29766,100.0,306,306,"[(13511, 13817)]","[(1, 307)]","[(13817, 13511)]",99.6742671009772,wp
URI56H,contig_133 [gcode=11] [topology=linear],307,gb|CP017219.1|,lp56,B331,307,27681,100.0,306,306,"[(11494, 11800)]","[(1, 307)]","[(11800, 11494)]",99.6742671009772,wp
URI56H,contig_134 [gcode=11] [topology=linear],304,gb|CP017204.1|,cp32-3,B331,304,30192,100.0,303,303,"[(11902, 12205)]","[(1, 304)]","[(11902, 12205)]",99.67105263157896,wp
URI56H,contig_135 [gcode=11] [topology=linear],300,gb|AE001577.1|,cp32-4,B31,300,30299,100.0,299,299,"[(7449, 7748)]","[(1, 300)]","[(7748, 7449)]",99.66666666666669,wp
URI56H,contig_136 [gcode=11] [topology=linear],295,gb|CP017208.1|,cp32-6,B331,295,30017,100.0,294,294,"[(29203, 29497)]","[(1, 295)]","[(29497, 29203)]",99.66101694915255,wp
URI56H,contig_137 [gcode=11] [topology=linear],293,gb|CP001264.1|,cp32-3,156a,293,30280,100.0,292,292,"[(2613, 2905)]","[(1, 293)]","[(2905, 2613)]",99.65870307167236,wp
URI56H,contig_138 [gcode=11] [topology=linear],286,gb|CP017204.1|,cp32-3,B331,286,30192,100.0,285,285,"[(1299, 1584)]","[(1, 286)]","[(1299, 1584)]",99.65034965034964,wp
URI56H,contig_139 [gcode=11] [topology=linear],285,gb|CP017209.1|,cp32-7,B331,285,30054,100.0,284,284,"[(29368, 29652)]","[(1, 285)]","[(29652, 29368)]",99.64912280701756,wp
URI56H,contig_14 [gcode=11] [topology=linear],7895,gb|CP017216.1|,lp36,B331,7895,30210,99.80518689881896,8202,8211,"[(22255, 30149), (5060, 5377)]","[(115, 423), (1, 7895)]","[(22255, 30149), (5060, 5377)]",103.88853704876504,wp
URI56H,contig_140 [gcode=11] [topology=linear],283,gb|CP017208.1|,cp32-6,B331,283,30017,100.0,282,282,"[(757, 1039)]","[(1, 283)]","[(1039, 757)]",99.64664310954063,wp
URI56H,contig_141 [gcode=11] [topology=linear],281,gb|CP017209.1|,cp32-7,B331,281,30054,100.0,280,280,"[(12696, 12976)]","[(1, 281)]","[(12696, 12976)]",99.644128113879,wp
URI56H,contig_142 [gcode=11] [topology=linear],279,gb|AE001578.1|,cp32-6,B31,279,29838,100.0,278,278,"[(9253, 9531)]","[(1, 279)]","[(9531, 9253)]",99.6415770609319,wp
URI56H,contig_143 [gcode=11] [topology=linear],279,gb|AE001580.1|,cp32-8,B31,279,30885,100.0,278,278,"[(9243, 9521)]","[(1, 279)]","[(9521, 9243)]",99.6415770609319,wp
URI56H,contig_144 [gcode=11] [topology=linear],279,gb|CP017204.1|,cp32-3,B331,279,30192,100.0,278,278,"[(12206, 12484)]","[(1, 279)]","[(12484, 12206)]",99.6415770609319,wp
URI56H,contig_145 [gcode=11] [topology=linear],275,gb|CP017209.1|,cp32-7,B331,275,30054,100.0,274,274,"[(2646, 2920)]","[(1, 275)]","[(2646, 2920)]",99.63636363636364,wp
URI56H,contig_146 [gcode=11] [topology=linear],271,gb|CP017204.1|,cp32-3,B331,271,30192,100.0,270,270,"[(25271, 25541)]","[(1, 271)]","[(25271, 25541)]",99.63099630996312,wp
URI56H,contig_147 [gcode=11] [topology=linear],270,gb|CP017216.1|,lp36,B331,270,30210,100.0,269,269,"[(2, 271)]","[(1, 270)]","[(271, 2)]",99.62962962962963,wp
URI56H,contig_148 [gcode=11] [topology=linear],263,gb|CP017204.1|,cp32-3,B331,263,30192,100.0,262,262,"[(2643, 2905)]","[(1, 263)]","[(2905, 2643)]",99.61977186311786,wp
URI56H,contig_149 [gcode=11] [topology=linear],261,gb|CP017208.1|,cp32-6,B331,261,30017,100.0,260,260,"[(1040, 1300)]","[(1, 261)]","[(1040, 1300)]",99.61685823754787,wp
URI56H,contig_15 [gcode=11] [topology=linear],7526,gb|CP017219.1|,lp56,B331,7526,27681,100.0,7525,7525,"[(20095, 27620)]","[(1, 7526)]","[(27620, 20095)]",99.98671272920542,wp
URI56H,contig_150 [gcode=11] [topology=linear],252,gb|CP019757.1|,cp32-2,B31_NRZ,252,31245,100.0,251,251,"[(1582, 1833)]","[(1, 252)]","[(1833, 1582)]",99.6031746031746,wp
URI56H,contig_151 [gcode=11] [topology=linear],252,gb|CP017209.1|,cp32-7,B331,252,30054,100.0,251,251,"[(28497, 28748)]","[(1, 252)]","[(28497, 28748)]",99.6031746031746,wp
URI56H,contig_16 [gcode=11] [topology=linear],6822,RS06425_B331_B331_lp28_6_ParA_X,lp28-6,RS06425,6822,251,100.0,752,250,"[(1, 251)]","[(3942, 4694)]","[(1, 251)]",11.023160363529756,pf32
URI56H,contig_17 [gcode=11] [topology=linear],5815,gb|CP017217.1|,lp38,B331,5815,38925,99.54441913439636,6581,6581,"[(33048, 38864), (28271, 29036)]","[(5047, 5814), (1, 5815)]","[(38864, 33048), (28271, 29036)]",113.17282889079964,wp
URI56H,contig_18 [gcode=11] [topology=linear],5277,gb|CP001458.1|,lp38,WI91-23,5277,38893,99.80145598941098,6041,6042,"[(23693, 28969), (32981, 33747)]","[(1, 5277), (4511, 5276)]","[(23693, 28969), (33747, 32981)]",114.47792306234604,wp
URI56H,contig_19 [gcode=11] [topology=linear],5277,gb|CP017215.2|,lp28-6,B331,5277,29288,100.0,5276,5276,"[(22484, 27760)]","[(1, 5277)]","[(27760, 22484)]",99.98104983892362,wp
URI56H,contig_2 [gcode=11] [topology=linear],53795,A20_B31_lp54_ParA_X,lp54,A20,53795,250,100.0,749,249,"[(1, 250)]","[(39472, 40221)]","[(1, 250)]",1.392322706571243,pf32
URI56H,contig_20 [gcode=11] [topology=linear],5264,gb|CP017211.1|,lp17,B331,5264,15594,99.92245056223342,5155,5155,"[(1, 705), (812, 2632), (1, 2632)]","[(2633, 5264), (1, 1821), (1928, 2632)]","[(1, 2632), (2632, 812), (705, 1)]",97.92933130699087,wp
URI56H,contig_21 [gcode=11] [topology=linear],4688,gb|CP017219.1|,lp56,B331,4688,27681,99.97866894197952,4687,4687,"[(14316, 19003)]","[(1, 4688)]","[(19003, 14316)]",99.97866894197952,wp
URI56H,contig_22 [gcode=11] [topology=linear],4285,RS07175_B331_B331_lp56_ParA_X,lp56,RS07175,4285,253,100.0,746,248,"[(5, 253)]","[(949, 1695)]","[(5, 253)]",17.409568261376897,pf32
URI56H,contig_23 [gcode=11] [topology=linear],3475,gb|CP017207.1|,cp32-5,B331,3475,18340,100.0,3474,3474,"[(13675, 17149)]","[(1, 3475)]","[(13675, 17149)]",99.97122302158272,wp
URI56H,contig_24 [gcode=11] [topology=linear],3421,B500_cp32-5_ParA_1,cp32-5,B500,3421,257,100.0,770,256,"[(1, 257)]","[(1866, 2636)]","[(1, 257)]",22.508038585209004,pf32
URI56H,contig_25 [gcode=11] [topology=linear],3150,B379_chromosome_ParA_5,chromosome,B379,3150,262,100.0,785,261,"[(1, 262)]","[(518, 1303)]","[(1, 262)]",24.92063492063492,pf32
URI56H,contig_26 [gcode=11] [topology=linear],3016,gb|CP094574.1|,lp28-6,B408,3016,29294,100.0,3018,1509,"[(1, 1510)]","[(1507, 3016), (1, 1510)]","[(1, 1510), (1510, 1)]",100.06631299734748,wp
URI56H,contig_27 [gcode=11] [topology=linear],2938,RS01500_JD1_JD1_cp32-8_ParA_X,cp32-8,RS01500,2938,246,100.0,731,243,"[(1, 244)]","[(1356, 2087)]","[(1, 244)]",24.880871341048334,pf32
URI56H,contig_28 [gcode=11] [topology=linear],2758,gb|CP017209.1|,cp32-7,B331,2758,30054,100.0,2757,2757,"[(9405, 12162)]","[(1, 2758)]","[(9405, 12162)]",99.96374184191444,wp
URI56H,contig_29 [gcode=11] [topology=linear],2704,M32_B31_cp32-6_ParA_X,cp32-6,M32,2704,249,100.0,746,248,"[(1, 249)]","[(1950, 2696)]","[(1, 249)]",27.588757396449704,pf32
URI56H,contig_3 [gcode=11] [topology=linear],26506,WI91-23_cp26_ParA_1,cp26,WI91-23,26506,253,100.0,758,252,"[(1, 253)]","[(9683, 10441)]","[(1, 253)]",2.859729872481702,pf32
URI56H,contig_30 [gcode=11] [topology=linear],2563,gb|CP094573.1|,lp28-4,B408,2563,27922,98.63434619324002,2921,2925,"[(22901, 23264), (23995, 26557)]","[(1, 360), (1, 2563)]","[(23995, 26557), (22901, 23264)]",113.96800624268435,wp
URI56H,contig_31 [gcode=11] [topology=linear],2500,gb|CP017204.1|,cp32-3,B331,2500,30192,100.0,2499,2499,"[(9402, 11901)]","[(1, 2500)]","[(9402, 11901)]",99.96,wp
URI56H,contig_32 [gcode=11] [topology=linear],2430,gb|CP017209.1|,cp32-7,B331,2430,30054,100.0,2429,2429,"[(25780, 28209)]","[(1, 2430)]","[(25780, 28209)]",99.95884773662551,wp
URI56H,contig_33 [gcode=11] [topology=linear],2093,gb|CP017203.1|,cp32-8,B331,2093,29892,100.0,2092,2092,"[(25831, 27923)]","[(1, 2093)]","[(27923, 25831)]",99.95222169135212,wp
URI56H,contig_34 [gcode=11] [topology=linear],2076,B500_cp32-11_ParA_1,cp32-11,B500,2076,252,100.0,755,251,"[(1, 252)]","[(1313, 2068)]","[(1, 252)]",36.36801541425819,pf32
URI56H,contig_35 [gcode=11] [topology=linear],1983,gb|CP017216.1|,lp36,B331,1983,30210,100.0,1904,1904,"[(698, 2602)]","[(1, 1905)]","[(2602, 698)]",96.01613716591024,wp
URI56H,contig_36 [gcode=11] [topology=linear],1956,gb|CP017204.1|,cp32-3,B331,1956,30192,100.0,1955,1955,"[(26268, 28223)]","[(1, 1956)]","[(28223, 26268)]",99.94887525562372,wp
URI56H,contig_37 [gcode=11] [topology=linear],1768,gb|CP017203.1|,cp32-8,B331,1768,29892,99.94343891402715,1767,1767,"[(2915, 4682)]","[(1, 1768)]","[(4682, 2915)]",99.94343891402715,wp
URI56H,contig_38 [gcode=11] [topology=linear],1765,gb|CP017209.1|,cp32-7,B331,1765,30054,100.0,1764,1764,"[(16494, 18258)]","[(1, 1765)]","[(16494, 18258)]",99.94334277620396,wp
URI56H,contig_39 [gcode=11] [topology=linear],1728,gb|CP017205.1|,cp32-11,B331,1728,30176,100.0,1727,1727,"[(26147, 27874)]","[(1, 1728)]","[(26147, 27874)]",99.94212962962963,wp
URI56H,contig_4 [gcode=11] [topology=linear],23360,H28_B31_lp28-3_ParA_X,lp28-3,H28,23360,251,100.0,752,250,"[(1, 251)]","[(13896, 14648)]","[(1, 251)]",3.219178082191781,pf32
URI56H,contig_40 [gcode=11] [topology=linear],1659,gb|CP017204.1|,cp32-3,B331,1659,30192,100.0,1658,1658,"[(16076, 17734)]","[(1, 1659)]","[(16076, 17734)]",99.93972272453286,wp
URI56H,contig_41 [gcode=11] [topology=linear],1559,gb|CP017205.1|,cp32-11,B331,1559,30176,100.0,1558,1558,"[(4883, 6441)]","[(1, 1559)]","[(4883, 6441)]",99.93585631815266,wp
URI56H,contig_42 [gcode=11] [topology=linear],1302,gb|CP017219.1|,lp56,B331,1302,27681,100.0,1301,1301,"[(7834, 9135)]","[(1, 1302)]","[(9135, 7834)]",99.9231950844854,wp
URI56H,contig_43 [gcode=11] [topology=linear],1230,gb|CP017219.1|,lp56,B331,1230,27681,100.0,1229,1229,"[(4723, 5952)]","[(1, 1230)]","[(4723, 5952)]",99.91869918699189,wp
URI56H,contig_44 [gcode=11] [topology=linear],1186,gb|CP001262.1|,lp28-6,156a,1186,26705,100.0,1185,1185,"[(25458, 26643)]","[(1, 1186)]","[(26643, 25458)]",99.91568296795953,wp
URI56H,contig_45 [gcode=11] [topology=linear],1164,gb|CP017205.1|,cp32-11,B331,1164,30176,100.0,1163,1163,"[(9743, 10906)]","[(1, 1164)]","[(10906, 9743)]",99.91408934707904,wp
URI56H,contig_46 [gcode=11] [topology=linear],1156,gb|AE001578.1|,cp32-6,B31,1156,29838,99.82698961937716,1155,1155,"[(10908, 12063)]","[(1, 1156)]","[(12063, 10908)]",99.9134948096886,wp
URI56H,contig_47 [gcode=11] [topology=linear],1050,gb|CP074072.1|,lp21-cp9,B500,1050,24387,99.90476190476193,1049,1049,"[(1, 1050)]","[(1, 1050)]","[(1, 1050)]",99.90476190476193,wp
URI56H,contig_48 [gcode=11] [topology=linear],1043,gb|CP017205.1|,cp32-11,B331,1043,30176,100.0,1042,1042,"[(16743, 17785)]","[(1, 1043)]","[(16743, 17785)]",99.90412272291466,wp
URI56H,contig_49 [gcode=11] [topology=linear],994,gb|CP017209.1|,cp32-7,B331,994,30054,100.0,993,993,"[(8411, 9404)]","[(1, 994)]","[(9404, 8411)]",99.89939637826964,wp
URI56H,contig_5 [gcode=11] [topology=linear],22261,RS05930_ZS7_ZS7_lp28-4_ParA_X,lp28-4,RS05930,22261,250,100.0,749,249,"[(1, 250)]","[(9909, 10658)]","[(1, 250)]",3.364628722878577,pf32
URI56H,contig_50 [gcode=11] [topology=linear],991,gb|CP017217.1|,lp38,B331,991,38925,99.5969773299748,990,1983,"[(31289, 32279), (22168, 23161)]","[(1, 991)]","[(31289, 32279), (22168, 23161)]",99.89909182643795,wp
URI56H,contig_51 [gcode=11] [topology=linear],984,gb|CP017203.1|,cp32-8,B331,984,29892,100.0,983,983,"[(16740, 17723)]","[(1, 984)]","[(17723, 16740)]",99.89837398373984,wp
URI56H,contig_52 [gcode=11] [topology=linear],982,gb|CP017219.1|,lp56,B331,982,27681,100.0,981,981,"[(6852, 7833)]","[(1, 982)]","[(6852, 7833)]",99.89816700611,wp
URI56H,contig_53 [gcode=11] [topology=linear],956,gb|CP017209.1|,cp32-7,B331,956,30054,100.0,955,955,"[(1040, 1995)]","[(1, 956)]","[(1995, 1040)]",99.89539748953976,wp
URI56H,contig_54 [gcode=11] [topology=linear],943,gb|CP017205.1|,cp32-11,B331,943,30176,100.0,942,942,"[(6806, 7748)]","[(1, 943)]","[(7748, 6806)]",99.89395546129374,wp
URI56H,contig_55 [gcode=11] [topology=linear],930,gb|CP002232.1|,lp28-2,N40,930,29521,100.0,929,929,"[(11921, 12850)]","[(1, 930)]","[(11921, 12850)]",99.89247311827955,wp
URI56H,contig_56 [gcode=11] [topology=linear],871,gb|CP001262.1|,lp28-6,156a,871,26705,100.0,870,870,"[(6733, 7603)]","[(1, 871)]","[(6733, 7603)]",99.88518943742824,wp
URI56H,contig_57 [gcode=11] [topology=linear],846,gb|CP017205.1|,cp32-11,B331,846,30176,100.0,845,845,"[(18615, 19460)]","[(1, 846)]","[(18615, 19460)]",99.88179669030734,wp
URI56H,contig_58 [gcode=11] [topology=linear],842,gb|CP017204.1|,cp32-3,B331,842,30192,100.0,841,841,"[(6608, 7449)]","[(1, 842)]","[(7449, 6608)]",99.8812351543943,wp
URI56H,contig_59 [gcode=11] [topology=linear],827,gb|CP017208.1|,cp32-6,B331,827,30017,100.0,826,826,"[(8273, 9099)]","[(1, 827)]","[(8273, 9099)]",99.87908101571948,wp
URI56H,contig_6 [gcode=11] [topology=linear],18208,RS01335_MM1_plsm_lp36_ParA_X,lp36,RS01335,18208,249,100.0,728,242,"[(1, 243)]","[(7827, 8555)]","[(1, 243)]",3.998242530755712,pf32
URI56H,contig_60 [gcode=11] [topology=linear],766,gb|CP017217.1|,lp38,B331,766,38925,100.0,765,765,"[(29206, 29971)]","[(1, 766)]","[(29971, 29206)]",99.86945169712794,wp
URI56H,contig_61 [gcode=11] [topology=linear],761,gb|CP017219.1|,lp56,B331,761,27681,100.0,760,760,"[(19334, 20094)]","[(1, 761)]","[(20094, 19334)]",99.86859395532196,wp
URI56H,contig_62 [gcode=11] [topology=linear],748,gb|CP017205.1|,cp32-11,B331,748,30176,100.0,747,747,"[(8353, 9100)]","[(1, 748)]","[(8353, 9100)]",99.8663101604278,wp
URI56H,contig_63 [gcode=11] [topology=linear],747,gb|CP002309.1|,cp32-11,JD1,747,29902,96.524064171123,746,745,"[(18888, 19633)]","[(1, 747)]","[(18888, 19633)]",99.8661311914324,wp
URI56H,contig_64 [gcode=11] [topology=linear],734,gb|CP017207.1|,cp32-5,B331,734,18340,100.0,733,733,"[(7094, 7827)]","[(1, 734)]","[(7827, 7094)]",99.86376021798364,wp
URI56H,contig_65 [gcode=11] [topology=linear],720,gb|CP017217.1|,lp38,B331,720,38925,100.0,719,719,"[(29972, 30691)]","[(1, 720)]","[(29972, 30691)]",99.86111111111111,wp
URI56H,contig_66 [gcode=11] [topology=linear],701,gb|CP017208.1|,cp32-6,B331,701,30017,99.57142857142856,699,699,"[(18111, 18810)]","[(2, 701)]","[(18111, 18810)]",99.71469329529243,wp
URI56H,contig_67 [gcode=11] [topology=linear],677,gb|CP017219.1|,lp56,B331,677,27681,100.0,676,676,"[(12244, 12920)]","[(1, 677)]","[(12244, 12920)]",99.8522895125554,wp
URI56H,contig_68 [gcode=11] [topology=linear],677,gb|CP017215.2|,lp28-6,B331,677,29288,100.0,676,676,"[(14634, 15310)]","[(1, 677)]","[(14634, 15310)]",99.8522895125554,wp
